X,date,month,month2,year,dmy,type,c_name,sc_name,Family,red_list,sex,clasper_stage,TL,gravid_F
15479,3,10,Oct,2022,03-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,173.9124719,
11079,11,4,Apr,2022,11-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,213.1408358,
41,19,1,Jan,2021,19-01-2021,R,Spotted Eagle Ray,Aetobatus ocellatus,Aetobatidae,VU,M,3,150.432764,
7825,11,2,Feb,2022,11-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,211.1623136,
19273,24,1,Jan,2023,24-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,193.225171,
10263,4,4,Apr,2022,04-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,137.5889708,
247,25,1,Jan,2021,25-01-2021,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,230.4720664,
9175,12,3,Mar,2022,12-03-2022,S,Whitetip Reef shark,Triaenodon obesus,Carcharhinidae,VU,F,NA,130.8816652,
12680,17,11,Nov,2022,17-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,140.3946337,
16986,18,11,Nov,2022,18-11-2022,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,266.6562203,
8214,19,2,Feb,2022,19-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,212.5053149,
17081,18,11,Nov,2022,18-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,117.6706485,
14934,7,9,Sep,2022,07-09-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,142.6817552,
3017,1,9,Sep,2021,01-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,250.7567225,
11394,13,5,May,2022,13-05-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,229.7448408,
18771,4,1,Jan,2023,04-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,163.4602686,
1442,26,2,Feb,2021,26-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,83.56779881,
7886,14,2,Feb,2022,14-02-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,260.045821,
13491,2,12,Dec,2022,02-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,2,229.9755796,
12169,9,11,Nov,2022,09-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,178.4731415,
18910,17,1,Jan,2023,17-01-2023,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,M,3,116.122288,
13823,16,12,Dec,2022,16-12-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,3,304.3888311,
2934,19,8,Aug,2021,19-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,120.8442173,
13608,5,12,Dec,2022,05-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,196.4067288,
6627,5,1,Jan,2022,05-01-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,148.7785858,
15656,10,10,Oct,2022,10-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,106.3796678,
10209,4,4,Apr,2022,04-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,2,234.5786502,
17866,14,12,Dec,2022,14-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,111.6841813,
10684,7,4,Apr,2022,07-04-2022,S,Spottail Shark,Carcharhinus sorrah,Carcharhinidae,NT,F,NA,161.2627352,
13616,13,12,Dec,2022,13-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,204.9713447,
7545,10,2,Feb,2022,10-02-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,3,246.0956609,
9065,11,3,Mar,2022,11-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,214.6496103,
13880,16,12,Dec,2022,16-12-2022,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,M,3,241.3188954,
10716,7,4,Apr,2022,07-04-2022,S,Bluntnose Sixgill Shark,Hexanchus griseus,Hexanchidae,NT,F,NA,236.0578422,
19048,19,1,Jan,2023,19-01-2023,S,Tawny Nurse Shark,Nebrius ferrugineus,Ginglymostomatidae,VU,F,NA,254.9099129,
8254,24,2,Feb,2022,24-02-2022,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,257.6330755,
2080,16,3,Mar,2021,16-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,233.2320369,
13461,2,12,Dec,2022,02-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,179.2428364,
11583,25,5,May,2022,25-05-2022,S,Sliteye Shark,Loxodon macrorhinus,Carcharhinidae,NT,M,3,132.9309194,
7051,1,2,Feb,2022,01-02-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,233.9266545,
4347,24,8,Aug,2021,24-08-2021,S,Unknown,Unknown,#N/A,NA,F,NA,87.560965,
7258,3,2,Feb,2022,03-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,233.8188527,
14399,22,12,Dec,2022,22-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,274.6973671,
15094,19,9,Sep,2022,19-09-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,217.5694709,
6716,6,1,Jan,2022,06-01-2022,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,M,1,286.2072499,
15783,17,10,Oct,2022,17-10-2022,S,Tawny Nurse Shark,Nebrius ferrugineus,Ginglymostomatidae,VU,F,NA,218.6688863,
16903,17,11,Nov,2022,17-11-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,3,289.6264278,
1961,12,3,Mar,2021,12-03-2021,S,Tawny Nurse Shark,Nebrius ferrugineus,Ginglymostomatidae,VU,F,NA,296.0242431,
6334,20,12,Dec,2021,20-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,152.6668513,
13211,30,11,Nov,2022,30-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,256.9902637,
18985,17,1,Jan,2023,17-01-2023,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,M,3,116.630041,
15377,29,9,Sep,2022,29-09-2022,S,Spottail Shark,Carcharhinus sorrah,Carcharhinidae,NT,M,3,170.9879041,
13362,1,12,Dec,2022,01-12-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,M,3,315.9934674,
8848,7,3,Mar,2022,07-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,240.9616789,
1774,10,3,Mar,2021,10-03-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,168.1699079,
18585,22,12,Dec,2022,22-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,249.5203373,
5121,23,11,Nov,2021,23-11-2021,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,F,NA,169.841664,
19988,14,2,Feb,2023,14-02-2023,S,Spinner Shark,Carcharhinus brevipinna,Carcharhinidae,VU,F,NA,282.3815698,Yes
763,10,2,Feb,2021,10-02-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,163.1277497,
2022,16,3,Mar,2021,16-03-2021,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,M,1,108.088205,
18220,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,203.0070177,
6433,22,12,Dec,2021,22-12-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,192.5193532,
2350,19,3,Mar,2021,19-03-2021,S,Bigeye Thresher,Alopias superciliosus,Alopiidae,VU,M,3,309.6140512,
10530,7,4,Apr,2022,07-04-2022,S,Unknown,Unknown,#N/A,NA,F,NA,147.8981577,
1251,24,2,Feb,2021,24-02-2021,S,Bigeye Thresher,Alopias superciliosus,Alopiidae,VU,M,3,321.712515,
4937,4,11,Nov,2021,03-11-2021,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,M,3,105.9461879,
3896,9,9,Sep,2021,09-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,117.0205262,
6237,17,12,Dec,2021,17-12-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,115.2650927,
17250,23,11,Nov,2022,23-11-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,3,280.3378609,
14902,7,9,Sep,2022,07-09-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,255.0234834,
16462,9,11,Nov,2022,09-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,95.91277211,
1304,25,2,Feb,2021,25-02-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,142.072581,
15620,10,10,Oct,2022,10-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,139.8500164,
17768,5,12,Dec,2022,05-12-2022,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,F,NA,561.1716994,
3024,1,9,Sep,2021,01-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,227.0870747,
6764,8,1,Jan,2022,08-01-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,170.2907587,
15979,19,10,Oct,2022,19-10-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,M,3,177.0254337,
19219,24,1,Jan,2023,24-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,202.6940818,
14576,23,8,Aug,2022,23-08-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,206.6927941,
1281,24,2,Feb,2021,24-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,162.5236695,
1544,1,3,Mar,2021,01-03-2021,S,Zebra Shark,Stegostoma tigrinum,Stegostomatidae,EN,F,NA,208.1276609,
7762,11,2,Feb,2022,11-02-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,179.4597536,
9518,17,3,Mar,2022,17-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,180.6674765,
7261,3,2,Feb,2022,03-02-2022,S,Whitetip Reef shark,Triaenodon obesus,Carcharhinidae,VU,M,3,137.0533012,
11575,25,5,May,2022,25-05-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,164.2394711,
11219,13,4,Apr,2022,13-04-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,313.0872991,
4108,16,9,Sep,2021,16-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,97.86092254,
729,9,2,Feb,2021,09-02-2021,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,171.9910013,
10778,7,4,Apr,2022,07-04-2022,S,Bignose Shark,Carcharhinus altimus,Carcharhinidae,NT,F,NA,202.0115385,
12864,18,11,Nov,2022,18-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,134.263671,
5013,9,11,Nov,2021,09-11-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,1,66.28950664,
515,3,2,Feb,2021,03-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,177.175877,
7101,1,2,Feb,2022,01-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,187.0250832,
6614,5,1,Jan,2022,05-01-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,118.7106995,
10033,2,4,Apr,2022,02-04-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,324.5576144,
11685,1,6,Jun,2022,01-06-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,3,259.9545039,
10254,4,4,Apr,2022,04-04-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,348.4284013,
3060,1,9,Sep,2021,01-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,182.3097832,
1899,12,3,Mar,2021,12-03-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,147.1798203,
8906,8,3,Mar,2022,08-03-2022,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,303.9228261,
19834,7,2,Feb,2023,07-02-2023,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,M,2,270.14868,
18600,22,12,Dec,2022,22-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,1,218.0163151,
19062,19,1,Jan,2023,19-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,152.3279578,
16405,9,11,Nov,2022,09-11-2022,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,M,3,118.0791782,
449,2,2,Feb,2021,02-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,176.3324029,
11641,1,6,Jun,2022,01-06-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,188.3996985,
6807,8,1,Jan,2022,08-01-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,148.3382605,
10319,4,4,Apr,2022,04-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,122.3432948,
15849,12,10,Oct,2022,12-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,96.14159995,
6578,5,1,Jan,2022,05-01-2022,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,F,NA,620.3556664,
10023,2,4,Apr,2022,02-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,179.833921,
2182,19,3,Mar,2021,19-03-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,317.5686221,
6338,20,12,Dec,2021,20-12-2021,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,284.8638498,
17600,1,12,Dec,2022,01-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,113.5332567,
3714,8,9,Sep,2021,08-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,184.0062581,
11273,2,5,May,2022,02-05-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,188.450088,
17323,29,11,Nov,2022,29-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,135.0368126,
10603,7,4,Apr,2022,07-04-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,181.4034967,
11945,30,5,May,2022,30-05-2022,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,M,2,215.5975095,
19471,3,2,Feb,2023,03-02-2023,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,224.5959261,
1847,12,3,Mar,2021,12-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,150.792244,
9791,26,3,Mar,2022,26-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,270.9341346,
430,1,2,Feb,2021,01-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,103.6654323,
11643,1,6,Jun,2022,01-06-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,238.5521115,
6526,23,12,Dec,2021,23-12-2021,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,276.3726966,
19457,3,2,Feb,2023,03-02-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,238.6357452,
16107,26,10,Oct,2022,26-10-2022,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,M,2,294.6856964,
2023,16,3,Mar,2021,16-03-2021,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,M,1,110.3303866,
8169,19,2,Feb,2022,19-02-2022,R,Blotched Fantail Ray,Taeniurops meyeni,Dasyatidae,VU,M,3,136.2488827,
18051,16,12,Dec,2022,16-12-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,3,253.6247643,
9200,12,3,Mar,2022,12-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,153.5035249,
13048,23,11,Nov,2022,23-11-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,3,284.7261907,
1333,25,2,Feb,2021,25-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,159.1528302,
16963,18,11,Nov,2022,18-11-2022,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,407.7396457,
7361,5,2,Feb,2022,05-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,129.0913144,
19236,24,1,Jan,2023,24-01-2023,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,314.4777989,
10257,4,4,Apr,2022,04-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,259.4606671,
17438,29,11,Nov,2022,29-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,102.9098243,
13994,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,203.8150446,
19630,6,2,Feb,2023,06-02-2023,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,295.2836859,
2170,18,3,Mar,2021,18-03-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,2,189.37397,
2765,17,8,Aug,2021,17-08-2021,R,Spotted Eagle Ray,Aetobatus ocellatus,Aetobatidae,VU,F,NA,176.7662661,
1091,18,2,Feb,2021,18-02-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,2,133.2825118,
16826,17,11,Nov,2022,17-11-2022,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,M,3,225.7324101,
17120,21,11,Nov,2022,21-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,269.8327635,
13072,24,11,Nov,2022,24-11-2022,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,M,1,149.8557709,
8543,1,3,Mar,2022,01-03-2022,S,Zebra Shark,Stegostoma tigrinum,Stegostomatidae,EN,F,NA,187.7706595,
10476,7,4,Apr,2022,07-04-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,437.3896344,Yes
4164,17,9,Sep,2021,17-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,138.153728,
1543,1,3,Mar,2021,01-03-2021,S,Zebra Shark,Stegostoma tigrinum,Stegostomatidae,EN,M,3,214.1980633,
10607,7,4,Apr,2022,07-04-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,296.8246564,
18843,11,1,Jan,2023,11-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,275.8729442,
8928,8,3,Mar,2022,08-03-2022,R,Bowmouth Guitarfish,Rhina ancylostoma,Rhinidae,CR,M,2,199.836307,
10824,8,4,Apr,2022,08-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,233.0687633,
12646,17,11,Nov,2022,17-11-2022,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,F,NA,273.7892501,
14491,16,8,Aug,2022,16-08-2022,S,Bigeye Thresher,Alopias superciliosus,Alopiidae,VU,M,3,363.2471894,
888,15,2,Feb,2021,15-02-2021,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,282.2609081,
3039,1,9,Sep,2021,01-09-2021,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,M,2,238.7895082,
3734,9,9,Sep,2021,09-09-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,M,2,115.28938,
11612,25,5,May,2022,25-05-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,247.560577,
815,11,2,Feb,2021,11-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,153.7641992,
3818,9,9,Sep,2021,09-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,124.3903282,
912,15,2,Feb,2021,15-02-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,3,262.594601,
15335,29,9,Sep,2022,29-09-2022,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,M,1,267.5332049,
16740,15,11,Nov,2022,15-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,253.873992,
3679,8,9,Sep,2021,08-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,142.2079132,
7658,10,2,Feb,2022,10-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,224.2997245,
13699,15,12,Dec,2022,15-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,195.3617011,
354,29,1,Jan,2021,29-01-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,182.2817801,
3463,6,9,Sep,2021,06-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,115.3077554,
14793,2,9,Sep,2022,02-09-2022,S,Bull Shark,Carcharhinus leucas,Carcharhinidae,VU,F,NA,370.0863667,Yes
4306,20,9,Sep,2021,20-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,118.8300504,
12009,30,5,May,2022,30-05-2022,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,299.8160977,Yes
6270,20,12,Dec,2021,20-12-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,105.0441889,
5386,3,12,Dec,2021,03-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,128.8536841,
18698,3,1,Jan,2023,03-01-2023,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,M,3,210.4222903,
4643,28,9,Sep,2021,28-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,119.7333367,
17774,5,12,Dec,2022,05-12-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,M,3,372.2161974,
20009,14,2,Feb,2023,14-02-2023,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,311.6596318,
7663,10,2,Feb,2022,10-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,198.87263,
4780,22,9,Sep,2021,22-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,118.1469927,
2670,26,3,Mar,2021,26-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,145.6043229,
15787,17,10,Oct,2022,17-10-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,M,3,188.8090886,
2186,19,3,Mar,2021,19-03-2021,S,Bigeye Thresher,Alopias superciliosus,Alopiidae,VU,F,NA,341.1556765,
15242,27,9,Sep,2022,27-09-2022,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,M,3,114.1978411,
10894,8,4,Apr,2022,08-04-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,309.827072,
19398,1,2,Feb,2023,01-02-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,159.2882936,
10736,7,4,Apr,2022,07-04-2022,S,Bluntnose Sixgill Shark,Hexanchus griseus,Hexanchidae,NT,F,NA,203.7139722,
8324,25,2,Feb,2022,25-02-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,201.0014285,
8892,7,3,Mar,2022,07-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,179.4549698,
5529,4,12,Dec,2021,04-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,131.1787133,
7331,5,2,Feb,2022,05-02-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,133.1235475,
18624,22,12,Dec,2022,22-12-2022,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,204.5474058,
93,21,1,Jan,2021,21-01-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,97.79476525,
1584,1,3,Mar,2021,01-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,177.6200204,
5320,1,2,Feb,2021,01-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,142.4762803,
4584,31,8,Aug,2021,31-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,121.7707889,
14652,25,8,Aug,2022,25-08-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,103.4763027,
8335,26,2,Feb,2022,26-02-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,228.8364139,
19914,8,2,Feb,2023,08-02-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,197.3783917,
5437,3,12,Dec,2021,03-12-2021,S,Longfin Mako,Isurus paucus,Lamnidae,EN,M,2,215.2245986,
14583,23,8,Aug,2022,23-08-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,F,NA,265.0916132,
10112,2,4,Apr,2022,02-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,145.0747461,
1818,10,3,Mar,2021,10-03-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,2,215.8862777,
7564,10,2,Feb,2022,10-02-2022,R,Bentfin Devil Ray,Mobula thurstoni,Mobulidae,EN,F,NA,134.4109399,
15608,10,10,Oct,2022,10-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,132.8139223,
17651,2,12,Dec,2022,02-12-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,173.7826632,
4066,16,9,Sep,2021,16-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,95.4069947,
2889,19,8,Aug,2021,19-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,106.0813923,
